"Perioden";"Persoonskenmerken";"Onderwerpen_1";"Arbeidspositie einde periode";"Waarde eenheid";"Waarde"
"2007 1e kwartaal";"Opleidingsniveau: Hoger onderwijs";"Begin periode, werkloze beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"15"
"2007 1e kwartaal";"Opleidingsniveau: Hoger onderwijs";"Begin periode, niet-beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"403"
"2007 1e kwartaal";"Opleidingsniveau: Hoger onderwijs";"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"23"
"2007 1e kwartaal";"Opleidingsniveau: Hoger onderwijs";"Begin periode, niet-beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"19"
"2007 1e kwartaal";"Opleidingsniveau: Hoger onderwijs";"Begin periode, niet-beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"361"
"2007 1e kwartaal";"Opleidingsniveau:Onbekend";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"102"
"2007 1e kwartaal";"Opleidingsniveau:Onbekend";"Begin periode, totaal 15 tot 65 jaar";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"72"
"2007 1e kwartaal";"Opleidingsniveau:Onbekend";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, werkloze beroepsbevolking";"x 1 000";"3"
"2007 1e kwartaal";"Opleidingsniveau:Onbekend";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"x 1 000";"27"
"2007 1e kwartaal";"Opleidingsniveau:Onbekend";"Begin periode, werkzame beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"70"
"2007 1e kwartaal";"Opleidingsniveau:Onbekend";"Begin periode, werkzame beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"68"
"2007 1e kwartaal";"Opleidingsniveau:Onbekend";"Begin periode, werkzame beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"."
"2007 1e kwartaal";"Opleidingsniveau:Onbekend";"Begin periode, werkzame beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"."
"2007 1e kwartaal";"Opleidingsniveau:Onbekend";"Begin periode, werkloze beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"4"
"2007 1e kwartaal";"Opleidingsniveau:Onbekend";"Begin periode, werkloze beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"."
"2007 1e kwartaal";"Opleidingsniveau:Onbekend";"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"."
"2007 1e kwartaal";"Opleidingsniveau:Onbekend";"Begin periode, werkloze beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"."
"2007 1e kwartaal";"Opleidingsniveau:Onbekend";"Begin periode, niet-beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"28"
"2007 1e kwartaal";"Opleidingsniveau:Onbekend";"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"3"
"2007 1e kwartaal";"Opleidingsniveau:Onbekend";"Begin periode, niet-beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"."
"2007 1e kwartaal";"Opleidingsniveau:Onbekend";"Begin periode, niet-beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"25"
"2007 1e kwartaal";"Beroepsniveau: Elementair";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"565"
"2007 1e kwartaal";"Beroepsniveau: Elementair";"Begin periode, totaal 15 tot 65 jaar";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"538"
"2007 1e kwartaal";"Beroepsniveau: Elementair";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, werkloze beroepsbevolking";"x 1 000";"11"
"2007 1e kwartaal";"Beroepsniveau: Elementair";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"x 1 000";"16"
"2007 1e kwartaal";"Beroepsniveau: Elementair";"Begin periode, werkzame beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"518"
"2007 1e kwartaal";"Beroepsniveau: Elementair";"Begin periode, werkzame beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"491"
"2007 1e kwartaal";"Beroepsniveau: Elementair";"Begin periode, werkzame beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"11"
"2007 1e kwartaal";"Beroepsniveau: Elementair";"Begin periode, werkzame beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"16"
"2007 1e kwartaal";"Beroepsniveau: Elementair";"Begin periode, werkloze beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"16"
"2007 1e kwartaal";"Beroepsniveau: Elementair";"Begin periode, werkloze beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"16"
"2007 1e kwartaal";"Beroepsniveau: Elementair";"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"."
"2007 1e kwartaal";"Beroepsniveau: Elementair";"Begin periode, werkloze beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"."
"2007 1e kwartaal";"Beroepsniveau: Elementair";"Begin periode, niet-beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"31"
"2007 1e kwartaal";"Beroepsniveau: Elementair";"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"31"
"2007 1e kwartaal";"Beroepsniveau: Elementair";"Begin periode, niet-beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"."
"2007 1e kwartaal";"Beroepsniveau: Elementair";"Begin periode, niet-beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"."
"2007 1e kwartaal";"Beroepsniveau: Lager";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"1833"
"2007 1e kwartaal";"Beroepsniveau: Lager";"Begin periode, totaal 15 tot 65 jaar";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"1782"
"2007 1e kwartaal";"Beroepsniveau: Lager";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, werkloze beroepsbevolking";"x 1 000";"13"
"2007 1e kwartaal";"Beroepsniveau: Lager";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"x 1 000";"38"
"2007 1e kwartaal";"Beroepsniveau: Lager";"Begin periode, werkzame beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"1718"
"2007 1e kwartaal";"Beroepsniveau: Lager";"Begin periode, werkzame beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"1667"
"2007 1e kwartaal";"Beroepsniveau: Lager";"Begin periode, werkzame beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"13"
"2007 1e kwartaal";"Beroepsniveau: Lager";"Begin periode, werkzame beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"38"
"2007 1e kwartaal";"Beroepsniveau: Lager";"Begin periode, werkloze beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"45"
"2007 1e kwartaal";"Beroepsniveau: Lager";"Begin periode, werkloze beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"45"
"2007 1e kwartaal";"Beroepsniveau: Lager";"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"."
"2007 1e kwartaal";"Beroepsniveau: Lager";"Begin periode, werkloze beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"."
"2007 1e kwartaal";"Beroepsniveau: Lager";"Begin periode, niet-beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"70"
"2007 1e kwartaal";"Beroepsniveau: Lager";"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"70"
"2007 1e kwartaal";"Beroepsniveau: Lager";"Begin periode, niet-beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"."
"2007 1e kwartaal";"Beroepsniveau: Lager";"Begin periode, niet-beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"."
"2007 1e kwartaal";"Beroepsniveau: Middelbaar";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"2790"
"2007 1e kwartaal";"Beroepsniveau: Middelbaar";"Begin periode, totaal 15 tot 65 jaar";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"2747"
"2007 1e kwartaal";"Beroepsniveau: Middelbaar";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, werkloze beroepsbevolking";"x 1 000";"15"
"2007 1e kwartaal";"Beroepsniveau: Middelbaar";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"x 1 000";"27"
"2007 1e kwartaal";"Beroepsniveau: Middelbaar";"Begin periode, werkzame beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"2738"
"2007 1e kwartaal";"Beroepsniveau: Middelbaar";"Begin periode, werkzame beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"2696"
"2007 1e kwartaal";"Beroepsniveau: Middelbaar";"Begin periode, werkzame beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"15"
"2007 1e kwartaal";"Beroepsniveau: Middelbaar";"Begin periode, werkzame beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"27"
"2007 1e kwartaal";"Beroepsniveau: Middelbaar";"Begin periode, werkloze beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"23"
"2007 1e kwartaal";"Beroepsniveau: Middelbaar";"Begin periode, werkloze beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"23"
"2007 1e kwartaal";"Beroepsniveau: Middelbaar";"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"."
"2007 1e kwartaal";"Beroepsniveau: Middelbaar";"Begin periode, werkloze beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"."
"2007 1e kwartaal";"Beroepsniveau: Middelbaar";"Begin periode, niet-beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"28"
"2007 1e kwartaal";"Beroepsniveau: Middelbaar";"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"28"
"2007 1e kwartaal";"Beroepsniveau: Middelbaar";"Begin periode, niet-beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"."
"2007 1e kwartaal";"Beroepsniveau: Middelbaar";"Begin periode, niet-beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"."
"2007 1e kwartaal";"Beroepsniveau: Hoger";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"1542"
"2007 1e kwartaal";"Beroepsniveau: Hoger";"Begin periode, totaal 15 tot 65 jaar";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"1525"
"2007 1e kwartaal";"Beroepsniveau: Hoger";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, werkloze beroepsbevolking";"x 1 000";"6"
"2007 1e kwartaal";"Beroepsniveau: Hoger";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"x 1 000";"11"
"2007 1e kwartaal";"Beroepsniveau: Hoger";"Begin periode, werkzame beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"1518"
"2007 1e kwartaal";"Beroepsniveau: Hoger";"Begin periode, werkzame beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"1501"
"2007 1e kwartaal";"Beroepsniveau: Hoger";"Begin periode, werkzame beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"6"
"2007 1e kwartaal";"Beroepsniveau: Hoger";"Begin periode, werkzame beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"11"
"2007 1e kwartaal";"Beroepsniveau: Hoger";"Begin periode, werkloze beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"11"
"2007 1e kwartaal";"Beroepsniveau: Hoger";"Begin periode, werkloze beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"11"
"2007 1e kwartaal";"Beroepsniveau: Hoger";"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"."
"2007 1e kwartaal";"Beroepsniveau: Hoger";"Begin periode, werkloze beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"."
"2007 1e kwartaal";"Beroepsniveau: Hoger";"Begin periode, niet-beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"13"
"2007 1e kwartaal";"Beroepsniveau: Hoger";"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"13"
"2007 1e kwartaal";"Beroepsniveau: Hoger";"Begin periode, niet-beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"."
"2007 1e kwartaal";"Beroepsniveau: Hoger";"Begin periode, niet-beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"."
"2007 1e kwartaal";"Beroepsniveau: Wetenschappelijk";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"603"
"2007 1e kwartaal";"Beroepsniveau: Wetenschappelijk";"Begin periode, totaal 15 tot 65 jaar";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"598"
"2007 1e kwartaal";"Beroepsniveau: Wetenschappelijk";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, werkloze beroepsbevolking";"x 1 000";"2"
"2007 1e kwartaal";"Beroepsniveau: Wetenschappelijk";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"x 1 000";"3"
"2007 1e kwartaal";"Beroepsniveau: Wetenschappelijk";"Begin periode, werkzame beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"593"
"2007 1e kwartaal";"Beroepsniveau: Wetenschappelijk";"Begin periode, werkzame beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"588"
"2007 1e kwartaal";"Beroepsniveau: Wetenschappelijk";"Begin periode, werkzame beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"2"
"2007 1e kwartaal";"Beroepsniveau: Wetenschappelijk";"Begin periode, werkzame beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"3"
"2007 1e kwartaal";"Beroepsniveau: Wetenschappelijk";"Begin periode, werkloze beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"4"
"2007 1e kwartaal";"Beroepsniveau: Wetenschappelijk";"Begin periode, werkloze beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"4"
"2007 1e kwartaal";"Beroepsniveau: Wetenschappelijk";"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"."
"2007 1e kwartaal";"Beroepsniveau: Wetenschappelijk";"Begin periode, werkloze beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"."
"2007 1e kwartaal";"Beroepsniveau: Wetenschappelijk";"Begin periode, niet-beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"6"
"2007 1e kwartaal";"Beroepsniveau: Wetenschappelijk";"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"6"
"2007 1e kwartaal";"Beroepsniveau: Wetenschappelijk";"Begin periode, niet-beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"."
"2007 1e kwartaal";"Beroepsniveau: Wetenschappelijk";"Begin periode, niet-beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"."
"2007 2e kwartaal";"Geslacht: Mannen en vrouwen";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"10965"
"2007 2e kwartaal";"Geslacht: Mannen en vrouwen";"Begin periode, totaal 15 tot 65 jaar";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"7400"
"2007 2e kwartaal";"Geslacht: Mannen en vrouwen";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, werkloze beroepsbevolking";"x 1 000";"326"
"2007 2e kwartaal";"Geslacht: Mannen en vrouwen";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"x 1 000";"3240"
"2007 2e kwartaal";"Geslacht: Mannen en vrouwen";"Begin periode, werkzame beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"7290"
"2007 2e kwartaal";"Geslacht: Mannen en vrouwen";"Begin periode, werkzame beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"7091"
"2007 2e kwartaal";"Geslacht: Mannen en vrouwen";"Begin periode, werkzame beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"51"
"2007 2e kwartaal";"Geslacht: Mannen en vrouwen";"Begin periode, werkzame beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"148"
"2007 2e kwartaal";"Geslacht: Mannen en vrouwen";"Begin periode, werkloze beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"349"
"2007 2e kwartaal";"Geslacht: Mannen en vrouwen";"Begin periode, werkloze beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"79"
"2007 2e kwartaal";"Geslacht: Mannen en vrouwen";"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"146"
"2007 2e kwartaal";"Geslacht: Mannen en vrouwen";"Begin periode, werkloze beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"125"
"2007 2e kwartaal";"Geslacht: Mannen en vrouwen";"Begin periode, niet-beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"3327"
"2007 2e kwartaal";"Geslacht: Mannen en vrouwen";"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"231"
"2007 2e kwartaal";"Geslacht: Mannen en vrouwen";"Begin periode, niet-beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"129"
"2007 2e kwartaal";"Geslacht: Mannen en vrouwen";"Begin periode, niet-beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"2967"
"2007 2e kwartaal";"Geslacht: Mannen";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"5518"
"2007 2e kwartaal";"Geslacht: Mannen";"Begin periode, totaal 15 tot 65 jaar";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"4241"
"2007 2e kwartaal";"Geslacht: Mannen";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, werkloze beroepsbevolking";"x 1 000";"140"
"2007 2e kwartaal";"Geslacht: Mannen";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"x 1 000";"1137"
"2007 2e kwartaal";"Geslacht: Mannen";"Begin periode, werkzame beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"4185"
"2007 2e kwartaal";"Geslacht: Mannen";"Begin periode, werkzame beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"4094"
"2007 2e kwartaal";"Geslacht: Mannen";"Begin periode, werkzame beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"24"
"2007 2e kwartaal";"Geslacht: Mannen";"Begin periode, werkzame beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"66"
"2007 2e kwartaal";"Geslacht: Mannen";"Begin periode, werkloze beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"159"
"2007 2e kwartaal";"Geslacht: Mannen";"Begin periode, werkloze beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"39"
"2007 2e kwartaal";"Geslacht: Mannen";"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"68"
"2007 2e kwartaal";"Geslacht: Mannen";"Begin periode, werkloze beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"52"
"2007 2e kwartaal";"Geslacht: Mannen";"Begin periode, niet-beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"1175"
"2007 2e kwartaal";"Geslacht: Mannen";"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"108"
"2007 2e kwartaal";"Geslacht: Mannen";"Begin periode, niet-beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"48"
"2007 2e kwartaal";"Geslacht: Mannen";"Begin periode, niet-beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"1018"
"2007 2e kwartaal";"Geslacht: Vrouwen";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"5447"
"2007 2e kwartaal";"Geslacht: Vrouwen";"Begin periode, totaal 15 tot 65 jaar";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"3158"
"2007 2e kwartaal";"Geslacht: Vrouwen";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, werkloze beroepsbevolking";"x 1 000";"186"
"2007 2e kwartaal";"Geslacht: Vrouwen";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"x 1 000";"2103"
"2007 2e kwartaal";"Geslacht: Vrouwen";"Begin periode, werkzame beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"3105"
"2007 2e kwartaal";"Geslacht: Vrouwen";"Begin periode, werkzame beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"2996"
"2007 2e kwartaal";"Geslacht: Vrouwen";"Begin periode, werkzame beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"27"
"2007 2e kwartaal";"Geslacht: Vrouwen";"Begin periode, werkzame beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"82"
